tipo;numero;anoassinatura;normaNome;ementa;dataassinatura;apelido;origem;origem_tipo;origem_numero;origem_ano;autor;partido;uf;link_origem;classe;classe_extra;url;index;simbólica;simbólica_tipo;competencia_exclusiva;controle
LEI-n;15321;2025;Lei nº 15.321 de 31/12/2025;Dispõe sobre as diretrizes para a elaboração e a execução da Lei Orçamentária de 2026 e dá outras providências.;31/12/2025;;PLN 2/2025;PLN;2;2025;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/168120;Orçamento Público / Orçamento Anual / Execução Financeira e Orçamentária;Orçamento;;"["" NORMAS , DEFINIÇÃO , LEI DE DIRETRIZES ORÇAMENTARIAS (LDO) , CRITERIOS , ELABORAÇÃO , LEI ORÇAMENTARIA ANUAL (LOA) , UNIÃO FEDERAL , META FISCAL , TRANSFERENCIA , RECURSOS FINANCEIROS , DIVIDA PUBLICA , DESPESA PUBLICA , PESSOAL , APLICAÇÃO , RECURSOS , INSTITUIÇÃO FINANCEIRA OFICIAL , FOMENTO , FISCALIZAÇÃO , INDICIO , IRREGULARIDADE , OBRAS , SERVIÇOS PUBLICOS , TRANSPARENCIA ADMINISTRATIVA .""]";nao;;sim;sim ok
LEI-n;15320;2025;Lei nº 15.320 de 26/12/2025;Altera a Lei nº 5.070, de 7 de julho de 1966, a Lei nº 11.652, de 7 de abril de 2008, a Medida Provisória nº 2.228-1, de 6 de setembro de 2001, e a Lei nº 14.173, de 15 de junho de 2021, para prorrogar até 31 de dezembro de 2030 os benefícios tributários relativos às taxas de fiscalização de instalação e de funcionamento, à Contribuição para o Fomento da Radiodifusão Pública e à Contribuição para o Desenvolvimento da Indústria Cinematográfica Nacional (Condecine) incidentes sobre estações de telecomunicações integrantes de sistemas de comunicação máquina a máquina e estações satelitais de pequeno porte.;29/12/2025;;PL 4635/2024;PL;4635;2024;Vitor Lippi;PSDB;SP;https://www.congressonacional.leg.br/materias/materias-bicamerais/-/ver/pl-4635-2024;;Comunicações;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2025-12-26;15320";;nao;;não;sim ok
LEI-n;15319;2025;Lei nº 15.319 de 26/12/2025;Reconhece a obra musical do violonista Sebastião Tapajós como manifestação da cultura nacional.;29/12/2025;;PL 2577/2022;PL;2577;2024;Jilmar Tatto;PT;SP;https://www.congressonacional.leg.br/materias/materias-bicamerais/-/ver/pl-2577-2022;Cultura;Cultura;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2025-12-26;15319@2025-12-26~texto;pt$text-html";"[""RECONHECIMENTO"",""OBRA MUSICAL"",""PESSOA FISICA"",""INSTRUMENTO MUSICAL"",""MANIFESTAÇÃO"",""CULTURA""]";sim;Manifestação Cultural;não;nao okay
LEI-n;15318;2025;Lei nº 15.318 de 23/12/2025;Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor de diversos órgãos do Poder Executivo federal e de Operações Oficiais de Crédito, crédito suplementar no valor de R$ 14.428.665.740,00 para reforço de dotações constantes da Lei Orçamentária vigente.;24/12/2025;;PLN 26/2025;PLN;26;2025;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/170920;Orçamento Público / Crédito Adicional / Crédito Suplementar;Crédito Extra / Crédito Suplementar;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2025-12-23;15318";CREDITO SUPLEMENTAR, ORÇAMENTO FISCAL, ORÇAMENTO DA SEGURIDADE SOCIAL, UNIÃO FEDERAL, DESTINAÇÃO, ORGÃOS, EXECUTIVO, OPERAÇÕES OFICIAIS DE CREDITO .;nao;;sim;nao okay
LEI-n;15317;2025;Lei nº 15.317 de 22/12/2025;Abre ao Orçamento de Investimento da União, em favor da Telecomunicações Brasileiras S.A. - Telebras, crédito especial no valor de R$ 600.000,00, para inclusão de programações na Lei Orçamentária vigente.;23/12/2025;;PLN 28/2025;PLN;28;2025;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/170960;Orçamento Público / Crédito Adicional / Crédito Especial;Crédito Extra / Crédito Suplementar;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2025-12-22;15317";CREDITO ESPECIAL, ORÇAMENTO DE INVESTIMENTO, UNIÃO FEDERAL, DESTINAÇÃO, TELECOMUNICAÇÕES BRASILEIRAS S/A (TELEBRAS) .;nao;;sim;sim ok
LEI-n;15316;2025;Lei nº 15.316 de 22/12/2025;Abre ao Orçamento Fiscal da União, em favor das Justiças Federal e Eleitoral, do Conselho Nacional de Justiça e do Conselho Nacional do Ministério Público, crédito suplementar no valor de R$ 254.878.286,00, para reforço de dotações constantes da Lei Orçamentária vigente.;23/12/2025;;PLN 27/2025;PLN;27;2025;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/170921;Orçamento Público / Crédito Adicional / Crédito Suplementar;Crédito Extra / Crédito Suplementar;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2025-12-22;15316";CREDITO SUPLEMENTAR, ORÇAMENTO FISCAL, UNIÃO FEDERAL, DESTINAÇÃO, JUSTIÇA FEDERAL, JUSTIÇA ELEITORAL, CONSELHO NACIONAL DE JUSTIÇA (CNJ), CONSELHO NACIONAL DO MINISTERIO PUBLICO (CNMP) .;nao;;sim;sim ok
LEI-n;15315;2025;Lei nº 15.315 de 22/12/2025;Abre ao Orçamento Fiscal da União, em favor das Justiças Eleitoral, do Trabalho e do Distrito Federal e dos Territórios, crédito especial no valor de R$ 600.000,00, para os fins que especifica.;23/12/2025;;PLN 22/2025;PLN;22;2025;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/170916;Orçamento Público / Crédito Adicional / Crédito Especial;Crédito Extra / Crédito Suplementar;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2025-12-22;15315";CREDITO ESPECIAL, ORÇAMENTO FISCAL, UNIÃO FEDERAL, DESTINAÇÃO, JUSTIÇA ELEITORAL, JUSTIÇA DO TRABALHO, TRIBUNAL DE JUSTIÇA DO DISTRITO FEDERAL E DOS TERRITORIOS (TJDFT) .;nao;;sim;sim ok
LEI-n;15314;2025;Lei nº 15.314 de 22/12/2025;Abre ao Orçamento Fiscal da União, em favor do Superior Tribunal de Justiça, crédito suplementar no valor de R$ 13.500.000,00, para reforço de dotações constantes da Lei Orçamentária vigente.;23/12/2025;;PLN 25/2025;PLN;25;2025;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/170919;Orçamento Público / Crédito Adicional / Crédito Suplementar;Crédito Extra / Crédito Suplementar;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2025-12-22;15314";CREDITO SUPLEMENTAR, ORÇAMENTO FISCAL, UNIÃO FEDERAL, DESTINAÇÃO, SUPERIOR TRIBUNAL DE JUSTIÇA (STJ) .;nao;;sim;sim ok
LEI-n;15313;2025;Lei nº 15.313 de 22/12/2025;Abre ao Orçamento de Investimento da União, em favor do Banco da Amazônia S.A. - Basa, do Serviço Federal de Processamento de Dados - Serpro e da Companhia Docas do Rio Grande do Norte - CODERN, crédito suplementar no valor de R$ 46.769.856,00, para reforço de dotações constantes da Lei Orçamentária vigente.;23/12/2025;;PLN 21/2025;PLN;21;2025;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/170914;Orçamento Público / Crédito Adicional / Crédito Especial;Crédito Extra / Crédito Suplementar;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2025-12-22;15313";CREDITO ESPECIAL, ORÇAMENTO FISCAL, ORÇAMENTO DA SEGURIDADE SOCIAL, UNIÃO FEDERAL, DESTINAÇÃO, MINISTERIO DA EDUCAÇÃO (MEC), MINISTERIO DA JUSTIÇA E SEGURANÇA PUBLICA, ITAMARATI (MRE), MINISTERIO DOS TRANSPORTES (MTR), MINISTERIO DA INTEGRAÇÃO E DO DESENVOLVIMENTO REGIONAL, MINISTERIO DAS CIDADES .;nao;;sim;sim ok
LEI-n;15312;2025;Lei nº 15.312 de 22/12/2025;Abre ao Orçamento de Investimento da União, em favor do Banco da Amazônia S.A. - Basa, do Serviço Federal de Processamento de Dados - Serpro e da Companhia Docas do Rio Grande do Norte - CODERN, crédito suplementar no valor de R$ 46.769.856,00, para reforço de dotações constantes da Lei Orçamentária vigente.;23/12/2025;;PLN 24/2025;PLN;24;2025;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/170918;Orçamento Público / Crédito Adicional / Crédito Suplementar;Crédito Extra / Crédito Suplementar;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2025-12-22;15312";CREDITO SUPLEMENTAR, ORÇAMENTO DE INVESTIMENTO, UNIÃO FEDERAL, DESTINAÇÃO, BANCO DA AMAZONIA S/A (BASA), SERVIÇO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO), COMPANHIA DOCAS DO RIO GRANDE DO NORTE (CODERN) .;nao;;sim;sim ok
LEI-n;15311;2025;Lei nº 15.311 de 22/12/2025;Abre ao Orçamento de Investimento da União, em favor da Companhia Docas do Estado do Rio Grande do Norte, da Empresa Gerencial de Projetos Navais e da Empresa de Projetos Aeroespaciais do Brasil S.A., crédito especial no valor de R$ 43.632.528,00, para inclusão de programações na Lei Orçamentária vigente.;23/12/2025;;PLN 20/2025;PLN;20;2025;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/170913;Orçamento Público / Crédito Adicional / Crédito Especial;Crédito Extra / Crédito Suplementar;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2025-12-22;15311";CREDITO ESPECIAL, ORÇAMENTO DE INVESTIMENTO, UNIÃO FEDERAL, DESTINAÇÃO, COMPANHIA DOCAS DO RIO GRANDE DO NORTE (CODERN), EMPRESA GERENCIAL DE PROJETOS NAVAIS (EMGEPRON), Empresa de Projetos Aeroespaciais do Brasil S.A. (ALADA) .;nao;;sim;sim ok
LEI-n;15310;2025;Lei nº 15.310 de 22/12/2025;Abre ao Orçamento de Investimento da União, em favor da Companhia Docas do Ceará - CDC, crédito suplementar no valor de R$ 3.036.965,00, para reforço de dotações constantes da Lei Orçamentária Anual vigente.;23/12/2025;;PLN 18/2025;PLN;18;2025;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/170566;Orçamento Público / Crédito Adicional / Crédito Suplementar;Crédito Extra / Crédito Suplementar;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2025-12-22;15310";CREDITO SUPLEMENTAR, ORÇAMENTO DE INVESTIMENTO, UNIÃO FEDERAL, DESTINAÇÃO, COMPANHIA DOCAS DO CEARA .;nao;;sim;sim ok
LEI-n;15309;2025;Lei nº 15.309 de 22/12/2025;Abre ao Orçamento de Investimento da União, em favor da Telecomunicações Brasileiras S.A., crédito especial no valor de R$ 53.040.201,00, para inclusão de programações na Lei Orçamentária vigente, para os fins que especifica.;23/12/2025;;PLN 23/2025;PLN;23;2025;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/170917;Orçamento Público / Crédito Adicional / Crédito Especial;Crédito Extra / Crédito Suplementar;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2025-12-22;15309";CREDITO ESPECIAL, ORÇAMENTO DE INVESTIMENTO, UNIÃO FEDERAL, DESTINAÇÃO, TELECOMUNICAÇÕES BRASILEIRAS S/A (TELEBRAS) .;nao;;sim;sim ok
LEI-n;15308;2025;Lei nº 15.308 de 22/12/2025;Abre ao Orçamento de Investimento da União, em favor da Companhia Docas do Estado do Rio Grande do Norte - CODERN, crédito especial no valor de R$ 10.550.000,00, para inclusão de programações na Lei Orçamentária vigente.;23/12/2025;;PLN 16/2025;PLN;16;2025;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/170406;Orçamento Público / Crédito Adicional / Crédito Especial;Crédito Extra / Crédito Suplementar;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2025-12-22;15308";CREDITO ESPECIAL, ORÇAMENTO DE INVESTIMENTO, DESTINAÇÃO, COMPANHIA DOCAS DO RIO GRANDE DO NORTE (CODERN) .;nao;;sim;sim ok
LEI-n;15307;2025;Lei nº 15.307 de 22/12/2025;Abre ao Orçamento de Investimento da União, em favor da Petrobras Biocombustível S.A., crédito suplementar no valor de R$ 3.309.800,00, para reforço de dotações constantes da Lei Orçamentária vigente.;23/12/2025;;PLN 11/2025;PLN;11;2025;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/169546;Orçamento Público / Crédito Adicional / Crédito Suplementar;Crédito Extra / Crédito Suplementar;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2025-12-22;15307";CREDITO SUPLEMENTAR, ORÇAMENTO DE INVESTIMENTO, UNIÃO FEDERAL, DESTINAÇÃO, PETROBRAS BIOCOMBUSTIVEL S/A .;nao;;sim;sim ok
LEI-n;15306;2025;Lei nº 15.306 de 22/12/2025;Altera a Lei nº 10.826, de 22 de dezembro de 2003 (Estatuto do Desarmamento), para conceder porte de arma de fogo aos policiais legislativos das Assembleias Legislativas dos Estados e da Câmara Legislativa do Distrito Federal.;23/12/2025;;PL 5948/2023;PL;5948;2023;Senador Izalci Lucas;PSDB;DF;https://www.congressonacional.leg.br/materias/materias-bicamerais/-/ver/pl-5948-2023;"Administração Pública / Agentes Públicos / Servidores Públicos"",""Soberania, Defesa Nacional e Ordem Pública / Defesa do Estado e das Instituições Democráticas / Segurança Pública"",""Organização do Estado / Poder Legislativo";Segurança Pública;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2025-12-22;15306";ALTERAÇÃO, LEI FEDERAL, AUTORIZAÇÃO, PORTE DE ARMA, ARMA DE FOGO, POLICIAL, LEGISLATIVO, QUADRO DE PESSOAL, ASSEMBLEIA LEGISLATIVA, ESTADOS, CAMARA LEGISLATIVA DO DISTRITO FEDERAL (CLDF) .;nao;;não;sim ok
LEI-n;15305;2025;Lei nº 15.305 de 22/12/2025;Abre ao Orçamento Fiscal da União, em favor do Tribunal de Contas da União, das Justiças Federal, Eleitoral e do Trabalho, do Ministério Público da União e do Conselho Nacional do Ministério Público, crédito suplementar no valor de R$ 14.224.686,00, para reforço de dotações constantes da Lei Orçamentária vigente.;23/12/2025;;PLN 10/2025;PLN;10;2025;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/169544;Orçamento Público / Crédito Adicional / Crédito Especial;Crédito Extra / Crédito Suplementar;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2025-12-22;15305";CREDITO SUPLEMENTAR, ORÇAMENTO FISCAL, UNIÃO FEDERAL, DESTINAÇÃO, TRIBUNAL DE CONTAS DA UNIÃO (TCU), JUSTIÇA FEDERAL, JUSTIÇA ELEITORAL, JUSTIÇA DO TRABALHO, MINISTERIO PUBLICO DA UNIÃO, CONSELHO NACIONAL DO MINISTERIO PUBLICO (CNMP) .;nao;;sim;sim ok
LEI-n;15304;2025;Lei nº 15.304 de 22/12/2025;Abre ao Orçamento Fiscal da União, em favor da Presidência da República, crédito especial no valor de R$ 500.000,00, para o fim que especifica.;23/12/2025;;PLN 9/2025;PLN;9;2025;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/169446;Orçamento Público / Crédito Adicional / Crédito Especial;Crédito Extra / Crédito Suplementar;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2025-12-22;15304";CREDITO ESPECIAL, ORÇAMENTO FISCAL, UNIÃO FEDERAL, DESTINAÇÃO, PRESIDENCIA DA REPUBLICA .;nao;;sim;sim ok
LEI-n;15303;2025;Lei nº 15.303 de 22/12/2025;Abre ao Orçamento Fiscal da União, em favor da Presidência da República, dos Ministérios da Educação, dos Transportes, de Portos e Aeroportos e dos Povos Indígenas, crédito especial no valor de R$ 22.923.351,00, para os fins que especifica.;23/12/2025;;PLN 8/2025;PLN;8;2025;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/169445;Orçamento Público / Crédito Adicional / Crédito Especial;Crédito Extra / Crédito Suplementar;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2025-12-22;15303";CREDITO ESPECIAL, ORÇAMENTO FISCAL, UNIÃO FEDERAL, PRESIDENCIA DA REPUBLICA, MINISTERIO DA EDUCAÇÃO (MEC), MINISTERIO DOS TRANSPORTES (MTR), MINISTERIO DE PORTOS E AEROPORTOS, MINISTERIO DOS POVOS INDIGENAS .;nao;;sim;sim ok
LEI-n;15302;2025;Lei nº 15.302 de 22/12/2025;Altera a Lei nº 15.080, de 30 de dezembro de 2024, que dispõe sobre as diretrizes para a elaboração e a execução da Lei Orçamentária de 2025.;23/12/2025;;PLN 4/2025;PLN;4;2025;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/169260;"Orçamento Público / Orçamento Anual / Execução Financeira e Orçamentária"",""Política Social / Saúde";Orçamento;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2025-12-22;15302";ALTERAÇÃO, LEI FEDERAL, LEI DE DIRETRIZES ORÇAMENTARIAS (LDO), EXCLUSÃO, REQUISITOS, TRANSFERENCIA, RECURSOS PUBLICOS, SUBVENÇÃO SOCIAL, NATUREZA JURIDICA, PESSOA JURIDICA, DESENVOLVIMENTO, PRODUÇÃO, MEDICAMENTOS, PRODUTO, TECNOLOGIA, TRATAMENTO MEDICO, SAUDE .;nao;;sim;sim ok
LEI-n;15301;2025;Lei nº 15.301 de 22/12/2025;"Denomina ""Rodovia Álvaro Gaudêncio Filho"" o trecho da BR-412 entre o km 0, na localidade de Farinha, no Município de Pocinhos, Estado da Paraíba, e o km 129, no Município de Monteiro, Estado da Paraíba.";23/12/2025;;PL 3404/2020;PL;3404;2020;Senador Veneziano Vital do Rêgo;PSB;PB;https://www.congressonacional.leg.br/materias/materias-bicamerais/-/ver/pl-3404-2020;Honorífico / Homenagem;Honorífico;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2025-12-22;15301";DENOMINAÇÃO, TRECHO, RODOVIA, MUNICIPIO, POCINHOS (PB), MONTEIRO (PB) .;sim;Denominação;não;sim ok
LEI-n;15300;2025;Lei nº 15.300 de 22/12/2025;"Dispõe sobre o licenciamento ambiental especial, para a consecução eficiente e eficaz de atividades e de empreendimentos estratégicos, nos termos que especifica; e altera as Leis nºs 15.190, de 8 de agosto de 2025, e 13.116, de 20 de abril de 2015.";23/12/2025;;MPV 1308/2025;MPV;1308;2025;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/materias-bicamerais/-/ver/mpv-1308-2025;"Meio Ambiente / Licenciamento Ambiental"",""Infraestrutura";Meio Ambiente;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2025-12-22;15300";DEFINIÇÃO, LICENCIAMENTO AMBIENTAL, REQUISITOS, LOCALIZAÇÃO, INSTALAÇÃO, OPERAÇÃO, ATIVIDADE, EMPREENDIMENTO, ESTRATEGIA, UTILIZAÇÃO, RECURSOS AMBIENTAIS, DETERIORAÇÃO, MEIO AMBIENTE, PROCEDIMENTO, ESTUDO DE IMPACTO AMBIENTAL (EIA), RELATORIO DE IMPACTO AMBIENTAL (RIMA), PRAZO, ANALISE, PROCESSO .;nao;;não;sim ok
LEI-n;15299;2025;Lei nº 15.299 de 22/12/2025;Altera a Lei nº 9.605, de 12 de fevereiro de 1998 (Lei de Crimes Ambientais), para estabelecer que não configura crime a poda ou o corte de árvore em logradouros públicos ou em propriedades privadas no caso de não atendimento pelo órgão ambiental do pedido de supressão feito em razão da possibilidade de ocorrência de acidente, e permite a contratação de profissional habilitado para a execução do serviço de poda ou de corte de árvore.;23/12/2025;;PL 542/2022;PL;542;2022;Vinicius Carvalho;REPUBLICANOS;SP;https://www.congressonacional.leg.br/materias/materias-bicamerais/-/ver/pl-542-2022;Meio Ambiente / Crimes e Infrações Ambientais;Meio Ambiente;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2025-12-22;15299";ALTERAÇÃO, LEI FEDERAL, AUSENCIA, CRIME CONTRA O MEIO AMBIENTE, DERRUBADA, CORTE, ARVORE, LOGRADOURO PUBLICO, PROPRIEDADE, PARTICULAR, OMISSÃO, ATENDIMENTO, ORGÃO, PEDIDO, SUPRESSÃO, POSSIBILIDADE, OCORRENCIA, ACIDENTE, AUTORIZAÇÃO, CONTRATAÇÃO, EXECUÇÃO, SERVIÇO .;nao;;não;nao okay
LEI-n;15298;2025;Lei nº 15.298 de 22/12/2025;Abre ao Orçamento Fiscal da União, em favor de Operações Oficiais de Crédito, crédito especial no valor de R$ 6.000.000.000,00, para os fins que especifica;22/12/2025;;Projeto de Lei do Congresso Nacional nº 32/2025;PLN;;;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/171716;Crédito Extra / Crédito Suplementar;Crédito Extra / Crédito Suplementar;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2025-12-22;15298@2025-12-22~texto;pt$text-html";"[""CREDITO ESPECIAL"",""ORÇAMENTO FISCAL"",""UNIÃO FEDERAL"",""DESTINAÇÃO"",""OPERAÇÃO OFICIAL DE CREDITO""]";nao;;sim;sim ok
LEI-n;15297;2025;Lei nº 15.297 de 22/12/2025;Abre ao Orçamento Fiscal da União, em favor das Justiças Eleitoral e do Trabalho, crédito especial no valor de R$ 4.730.282,00, para os fins que especifica.;22/12/2025;;Projeto de Lei do Congresso Nacional nº 7/2025;PLN;;;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/169444;Crédito Extra / Crédito Suplementar;Crédito Extra / Crédito Suplementar;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2025-12-22;15297@2025-12-22~texto;pt$text-html";"[""CREDITO ESPECIAL"",""ORÇAMENTO FISCAL"",""UNIÃO FEDERAL"",""DESTINAÇÃO"",""JUSTIÇA ELEITORAL"",""JUSTIÇA DO TRABALHO""]";nao;;sim;sim ok
LEI-n;15296;2025;Lei nº 15.296 de 22/12/2025;Abre aos Orçamentos Fiscal e da Seguridade Social da União, em favor de diversos órgãos do Poder Executivo federal, crédito suplementar no valor de R$ 8.792.048.580,00 para reforço de dotações constantes da Lei Orçamentária vigente.;22/12/2025;;Projeto de Lei do Congresso Nacional nº 6/2025;PLN;;;Poder Executivo;BR;BR;https://www.congressonacional.leg.br/materias/pesquisa/-/materia/169311;Crédito Extra / Crédito Suplementar;Crédito Extra / Crédito Suplementar;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2025-12-22;15296@2025-12-22~texto;pt$text-html";"[""CREDITO SUPLEMENTAR"",""ORÇAMENTO FISCAL"",""ORÇAMENTO DA SEGURIDADE SOCIAL"",""UNIÃO FEDERAL"",""DESTINAÇÃO"",""ORGÃOS"",""EXECUTIVO""]";nao;;sim;sim ok
LEI-n;15295;2025;Lei nº 15.295 de 19/12/2025;Altera a Lei nº 7.210, de 11 de julho de 1984 (Lei de Execução Penal), e a Lei nº 12.037, de 1º de outubro de 2009, para dispor sobre a obtenção do perfil genético na identificação criminal.;22/12/2025;;PL 1496/2021;PL;1496;2021;Senadora Leila Barros;PSB;DF;https://www.congressonacional.leg.br/materias/materias-bicamerais/-/ver/pl-1496-2021;VAZIO;Jurídico;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2025-12-19;15295@2025-12-19~texto;pt$text-html";"[""ALTERAÇÃO"",""LEI DE EXECUÇÃO PENAL"",""OBRIGATORIEDADE"",""CONDENADO"",""PENA"",""RECLUSÃO"",""REGIME FECHADO"",""IDENTIFICAÇÃO"",""PADRÃO GENETICO"",""DNA"",""INGRESSO"",""PRISÃO"",""ALTERAÇÃO"",""LEI FEDERAL"",""HIPOTESE"",""OBRIGATORIEDADE"",""IDENTIFICAÇÃO CRIMINAL"",""INCLUSÃO"",""COLETA"",""MATERIAL BIOLOGICO"",""IDENTIFICAÇÃO"",""PADRÃO GENETICO"",""DNA""]";nao;;não;sim ok
LEI-n;15294;2025;Lei nº 15.294 de 19/12/2025;Institui o Programa Especial de Sustentabilidade da Indústria Química – PRESIQ, dispõe sobre o Regime Especial da Indústria Química – REIQ e altera as Leis nº 10.865, de 30 de abril de 2004, nº 11.196, de 21 de novembro de 2005, e nº 9.440, de 14 de março de 1997 .;22/12/2025;;PL 892/2025 > Veto nº 46/2025;PL;892;2025;Afonso Motta;PDT;RS;https://www.congressonacional.leg.br/materias/materias-bicamerais/-/ver/pl-892-2025;VAZIO;Comércio, Serviços e Indústria;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2025-12-19;15294@2025-12-19~texto;pt$text-html";"[""CRIAÇÃO"",""Programa Especial de Sustentabilidade da Indústria Química (PRESIQ)"",""REGIME ESPECIAL"",""POLITICA INDUSTRIAL"",""SUSTENTABILIDADE"",""INDUSTRIA QUIMICA"",""INCENTIVO"",""TECNOLOGIA"",""COMPETITIVIDADE"",""ECONOMIA DE BAIXO CARBONO"",""DIRETRIZ"",""HABILITAÇÃO"",""INCENTIVO FISCAL"",""TRIBUTOS""]";nao;;não;sim ok
LEI-n;15293;2025;Lei nº 15.293 de 19/12/2025;Altera a Lei nº 11.416, de 15 de dezembro de 2006, que dispõe sobre as carreiras dos servidores do Poder Judiciário da União.;22/12/2025;;PL 4750/2025 > Veto nº 45/2025;PL;4750;2025;Supremo Tribunal Federal;BR;BR;https://www.congressonacional.leg.br/materias/materias-bicamerais/-/ver/pl-4750-2025;VAZIO;Poder Judiciário;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2025-12-19;15293@2025-12-19~texto;pt$text-html";"[""CRIAÇÃO"",""LEI FEDERAL"",""REAJUSTE"",""FIXAÇÃO"",""VENCIMENTO BASICO"",""REMUNERAÇÃO"",""CARGO EFETIVO"",""CARGO DE CARREIRA"",""CARGO EM COMISSÃO"",""FUNÇÃO EM COMISSÃO"",""AMBITO"",""QUADRO DE PESSOAL"",""JUDICIARIO"",""UNIÃO FEDERAL""]";nao;;sim;sim ok
LEI-n;15292;2025;Lei nº 15.292 de 19/12/2025;Altera a Lei nº 11.416, de 15 de dezembro de 2006, para dispor sobre o adicional de qualificação dos servidores do Poder Judiciário da União.;22/12/2025;;PL 3084/2025;PL;3084;2025;Supremo Tribunal Federal;BR;BR;https://www.congressonacional.leg.br/materias/materias-bicamerais/-/ver/pl-3084-2025;VAZIO;Poder Judiciário;"https://normas.leg.br/?urn=urn:lex:br:federal:lei:2025-12-19;15292@2025-12-19~texto;pt$text-html";"[""ALTERAÇÃO"",""LEI FEDERAL"",""PLANO DE CARREIRA"",""QUADRO DE PESSOAL"",""JUDICIARIO"",""UNIÃO FEDERAL"",""REQUISITOS"",""ADICIONAL"",""QUALIFICAÇÃO"",""HIPOTESE"",""TITULO"",""DIPLOMA"",""GRADUAÇÃO"",""CERTIFICADO"",""POS-GRADUAÇÃO"",""TREINAMENTO"",""CRITERIOS"",""CALCULO"",""VALORES"",""PAGAMENTO"",""OBRIGATORIEDADE"",""INTEGRAÇÃO"",""APOSENTADORIA"",""PENSÃO""]";nao;;sim;sim ok
